text,label
it wasn t a punch but a correction white men control their emotions and do not call women whores unless the are prostitutes or cheating on you you may disagree with her name calling is nigger tier,hatespeech
milton is a kike lover who pretends to be against communism when he promotes degeneracy,hatespeech
this is when she remembered the ugly bald dyke molesting her,hatespeech
someone should remind the wetback that what he is saying works in both directions means mexico has no borders either,hatespeech
bts baby bts bitch bts bastard,offensive
anyway you all see these euro niggas dangerous mofuckas,normal
i accidentally k worded choerry roach,normal
u r such a fuckin hoe i love it u r such a fuckin hoe i love it u r such a fuckin hoe i love it ur boyfriend a dork mclovin,normal
not this bitch,offensive
<user> <user> can i be the war queer and fight ppl we do not like,normal
haha you keep saying bye yet you yearn for more seems pretty shitskin tier sad tea biscuit,offensive
<user> <user> thats a muslim brotherhood line in truth he was one of the most if not the most influential arabs of the 2 0 th century,normal
real madrid is just las palmas in all white cr7 really is a god,normal
trumps calls shitskin countries shitholes and is lauded as a hero hillary called blacks super predators but is still a villain the power of kike brainwashing,hatespeech
breathes in nigger nigger nigger nigger nigger,hatespeech
<user> do you think this is a fucking game,normal
<user> several statues in this temple are vandalized by muslim invasion i recently visited this temple to see the sorry state,normal
<user> i remember when it was great country cooking and a hillbilly country store now its just another commercial shops,offensive
i watched white boy rick for the first time last night and dat shit was hard lol fuck da feds,normal
<user> <user> we need encouraging words this administration has made ameria one of the shithole countries please stop this insanity,offensive
<user> trump does not care about shithole countries,normal
<user> he angry because he strenuously applied for covfefe boy not errand boy wandering all over shithole countries like a singing minstrel trying to save a lardass,offensive
<user> from shithole countries lol go suck on an orange turd,offensive
<user> <user> import more people from shithole countries voting for shithole politics and texas will be blue,offensive
i do not fuck with niggas like a redneck,normal
i cant be with a nigga with wide apps i d be grabbin him from behind and thrustin him from da byke er day id be in a queer hetero relationship lmfaoo,normal
