post_tokens,toxic_tokens,post_label
"['why', 'do', 'you', 'think', 'the', 'nigger', 'loving', 'kardashians', 'got', 'so', 'famous', 'i', 'am', 'sure', 'no', 'white', 'girls', 'got', 'the', 'idea', 'of', 'fucking', 'mud', 'monkeys', 'was', 'kewl']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",hatespeech
"['george', 'w', 'bush', 'proves', 'again', 'you', 'can', 'kill', 'millions', 'of', 'mudslimes', 'and', 'still', 'come', 'off', 'as', 'the', 'greater', 'hero', 'to', 'the', 'left', 'as', 'long', 'as', 'you', 'counter', 'signal', 'trump', 'non', 'violent', 'criticism', 'of', 'islam']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['if', 'your', 'ex', 'is', 'treating', 'their', 'new', 'thang', 'better', 'than', 'they', 'ever', 'treated', 'you', 'forget', 'that', 'hoe']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'this', 'should', 'be', 'fun', 'post', 'colonial', 'immigrant', 'european', 'america', 'receiving', 'their', 'own', 'medicine']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['communist', 'china', 'is', 'a', 'regime', 'nth', 'korea', 'is', 'a', 'regime', 'mugabes', 'zimbabwe', 'is', 'a', 'regime', 'the', 'anc', 'is', 'a', 'regime', 'the', 'eu', 'un', 'are', 'commie', 'regimes', 'every', 'muzrat', 'country', 'is', 'a', 'regime', 'the', 'trump', 'presidency', 'is', 'a', 'legally', 'elected', 'govt']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['has', 'the', 'half', 'nigger', 'got', 'another', 'lurker', 'account']","[0, 0, 0, 1, 0, 0, 0, 0]",hatespeech
"['you', 'can', 'see', 'the', 'gook', 'genes']","[0, 0, 0, 0, 1, 0]",hatespeech
"['<number>', 'year', 'old', 'black', 'man', 'charged', 'with', 'raping', 'a', '<number>', 'year', 'old', 'child', 'in', 'al', 'it', 'no', 'secret', 'why', 'the', 'black', 'man', 'loves', 'islam', 'because', 'that', 'moo', 'haamed', 'guy', 'tells', 'me', 'i', 'gots', 'to', 'gets', 'me', 'a', '<number>', 'year', 'old', 'maga', '<user>', '<user>']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['im', 'tough', 'im', 'ambitious', 'and', 'i', 'know', 'exactly', 'what', 'i', 'want', 'if', 'that', 'makes', 'me', 'a', 'bitch', 'okay', 'madonna', 'quote']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['uh', 'because', 'women', 'are', 'slow', 'did', 'they', 'let', 'them', 'ask', 'the', 'audience', 'for', 'the', 'answers', 'or', 'make', 'phonecalls', 'too']","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'she', 'literally', 'muslim']","[0, 0, 0, 0]",normal
"['<user>', '<user>', '<user>', 'as', 'if', 'you', 'd', 'know', 'what', 'it', 'like', 'to', 'be', 'in', 'the', 'situation', 'we', 'know', 'because', 'we', 'been', 'thru', 'it', 'your', 'thoughts', 'here', 'do', 'not', 'matter', 'like', 'in', 'most', 'things', 'white', 'devil']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['an', 'immigrant', 'are', 'you', 'a', 'filthy', 'kike', 'was', 'the', 'question', 'i', 'think', 'you', 'just', 'answered', 'it', 'they', 'have', 'been', 'given', 'every', 'advantage', 'if', 'by', 'they', 'and', 'every', 'advantage', 'you', 'mean', 'niggers', 'and', 'the', 'racist', 'policies', 'that', 'give', 'them', 'the', 'advantage', 'like', 'affirmative', 'action', 'then', 'you', 'are', 'correct']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['teachers', 'control', 'education', 'you', 'were', 'in', 'the', 'classroom', 'the', 'students', 'were', 'listening', 'to', 'you', 'if', 'you', 'taught', 'them', 'to', 'be', 'retarded', 'communist', 'idiots', 'that', 'all', 'on', 'you', 'maestro']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'she', 'switching', 'like', 'faggots']","[0, 0, 0, 0, 1]",offensive
"['4', 'th', 'of', 'july', 'always', 'fires', 'up', 'my', 'american', 'patriot', 'blood', 'demanding', 'and', 'fighting', 'for', 'freedom', 'for', 'all', 'dems', 'openly', 'want', 'mussie', 'barbarian', 'sharia', 'in', 'america', 'that', 'makes', 'women', 'all', 'but', 'slaves', 'not', 'going', 'to', 'happen', 'vote', 'dems', 'out', 'of', 'congress', '<date>', '<user>', 'make', 'america', 'great']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['four', 'days', 'before', 'i', 'deactivate', 'my', 'twitter', 'account', 'and', 'i', 'do', 'not', 'miss', 'it', 'one', 'bit', 'gabfam', 'outshines', 'jackbrats', 'it', 'not', 'even', 'funny', 'welcome', 'all', 'refugees', '🖐']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'by', 'saying', 'lesbianism', 'and', 'feminism', 'is', 'inseparable', 'they', 'mean', 'being', 'lesbian', 'in', 'a', 'society', 'that', 'teaches', 'women', 'to', 'prioritize', 'men', 'is', 'alignment', 'with', 'feminism', 'in', 'the', 'sense', 'where', 'feminism', 'strives', 'to', 'teach', 'women', 'to', 'not', 'live', 'for', 'men', 'but', 'for', 'themselves']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['deport', 'them', 'fuckin', 'sand', 'niggers']","[0, 0, 1, 1, 1]",hatespeech
"['ya', 'can', 'take', 'them', 'out', 'of', 'the', 'ghetto', 'but']","[0, 0, 0, 0, 0, 0, 0, 1, 0]",offensive
"['many', 'kill', 'lists', 'another', 'bisexual', 'nigger', 'traitor', 'in', 'wh', 'would', 'trigger', 'a', 'million', 'trucks', 'converging', 'on', 'dc', 'full', 'blown', 'running', 'gun', 'battles', 'shtf']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', 'i', 'hate', 'you']","[0, 0, 1, 0]",offensive
"['why', 'can', 'not', 'it', 'be', 'neighborhood', 'or', 'local', 'friends', 'with', 'these', 'people', 'it', 'always', 'has', 'to', 'be', 'our', 'community', 'the', 'word', 'shares', 'a', 'root', 'with', 'communism', 'and', 'that', 'no', 'accident', 'ellen', 'i', 'am', 'not', 'part', 'of', 'your', 'dyke', 'community']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['eh', 'i', 'do', 'not', 'think', 'i', 'd', 'suggest', 'it', 'at', 'this', 'point', 'too', 'much', 'crime', 'largely', 'driven', 'by', 'immigrants', 'and', 'the', 'fact', 'that', 'jobs', 'are', 'getting', 'hard', 'to', 'find', 'at', 'times', 'five', 'years', 'ago', 'i', 'would', 'have', 'said', 'sure', 'chile', 'may', 'be', 'better', 'cc', '<user>', '<user>']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['more', 'proof', 'that', 'immigrants', 'have', 'rights', 'invaders', 'have', 'rights', 'criminals', 'have', 'rights', 'and', 'citizens', 'do', 'not', 'have', 'rights', 'and', 'all', 'this', 'is', 'paid', 'for', 'with', 'citizen', 'tax', 'dollars']","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['is', 'not', 'it', 'the', 'jews', 'who', 'make', 'films', 'glorifying', 'the', 'mass', 'murderer', 'nelson', 'mandela']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",offensive
"['announcement', 'weakens', 'security', 'breaks', 'america', 'word', 'isolates', 'us', 'from', 'allies', 'puts', 'israel', 'at', 'risk', 'empowers', 'iran', 'hardliners', 'and', 'reduces', 'our', 'global', 'leverage', 'to', 'address', 'tehran', 'misbehavior', 'while', 'damaging', 'the', 'ability', 'of', 'future', 'administrations', 'to', 'make', 'international', 'agreements', 'kerry', 'the', 'muzzie', 'said', 'in', 'his', 'statement', 'i', 'call', 'b', 'kerry']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<number>', 'members', 'of', 'antifa', 'were', 'arrested', 'yesterday', 'for', 'aggravated', 'assault', 'i', 'have', '<number>', 'of', 'their', 'names', 'they', 'attacked', 'women', 'and', 'police', 'and', 'pepper', 'sprayed', 'a', 'young', 'woman', 'as', 'well', 'john', 'aaron', 'brian', 'works', 'for', 'favor', 'quintin', 'hatt', '<number>', 'manager', 'at', 'via', '<number>', 'pizza', 'both', 'in', 'austin', 'texas']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['if', 'you', 'hollyweirdos', 'got', 'raped', 'and', 'kept', 'quiet', 'about', 'it', 'for', 'the', 'sake', 'of', 'your', 'career', 'you', 'let', 'someone', 'have', 'sex', 'with', 'you', 'for', 'money', 'round', 'here', 'we', 'have', 'a', 'word', 'for', 'that']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['denver', 'gives', 'sanctuary', 'to', 'illegal', 'drug', 'traffickers', 'courts', 'allow', 'illegal', 'immigrants', 'privileges', 'to', 'send', 'in', 'pleas', 'for', 'lesser', 'crimes']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['blow', 'a', 'stack', 'for', 'yo', 'niggas', 'with', 'yo', 'trapping', 'ass']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['true', 'acne', 'vulgaris', 'in', 'adult', 'women', 'may', 'be', 'due', 'pregnancy', 'or', 'disorders', 'such', 'as', 'polycystic', 'ovary', 'syndrome', 'hirsutism', 'or', 'cushing', 'syndrome']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['the', 'below', 'countries', 'adamantly', 'refused', 'syrian', 'refugees', 'and', 'their', 'reasons', 'were', 'exactly', 'the', 'same', 'they', 'are', 'way', 'too', 'dangerous', 'to', 'allow', 'in', 'libtards', 'are', 'putting', 'themselves', 'especially', 'their', 'children', 'in', 'extreme', 'danger', 'by', 'supporting', 'them']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['so', 'tommy', 'robinson', 'is', 'in', 'jail', 'and', 'the', 'muslims', 'in', 'the', 'uk', 'are', 'raping', 'women', 'and', 'children', 'this', 'is', 'our', 'future', 'if', 'we', 'allow', 'muslims', 'to', 'take', 'our', 'freedoms', 'away', 'look', 'at', 'this', 'graphic']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['smh', 'fuckin', 'wit', 'them', 'white', 'girls', 'gon', 'get', 'u', 'in', 'jail', 'bruh']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'always', 'do', 'everything', 'last', 'minute', 'i', 'fucking', 'hate', 'that', 'shit', 'already', 'never', 'again']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['what', 'can', 'i', 'say', 'about', 'the', 'barcelona', 'attack', 'that', 'has', 'not', 'already', 'been', 'said', 'any', 'objective', 'person', 'watching', 'the', 'reaction', 'to', 'charlottesville', 'vs', 'barcelona', 'can', 'only', 'conclude', 'that', 'the', 'left', 'wants', 'less', 'white', 'people', 'and', 'more', 'muslims', 'to', 'replace', 'them']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",hatespeech
"['if', 'another', 'white', 'person', 'has', 'the', 'caucasity', 'to', 'talk', 'over', 'me', 'again', 'i', 'am', 'trow', 'hands', '👊', '🏽']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['get', 'the', 'honky', 'cat']","[0, 0, 1, 0]",offensive
"['logan', 'paul', 'is', 'a', 'fucking', 'bozo']","[0, 0, 0, 0, 1, 1]",offensive
"['if', 'nick', 'the', 'spic', 'is', 'white', 'than', 'i', 'am', 'a', 'nigger', 'jew']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['<user>', 'i', 'thought', 'women', 'do', 'not', 'fart']","[0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'have', 'seen', 'bull', 'dykes', 'that', 'are', 'far', 'more', 'masculine', 'looking', 'than', 'that']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['i', 'doubt', 'if', 'muslims', 'pledge', 'or', 'salute', 'our', 'flag', 'when', 'sworn', 'in', 'for', 'an', 'office', 'in', 'nyc', 'muslim', 'used', 'the', 'koran', 'i', 'think', 'most', 'of', 'us', 'are', 'under', 'stress', 'with', 'maryland', 'texas', 'bombing', 'not', 'a', 'good', 'day', 'time', 'for', 'a', 'break', 'always', 'a', 'pleasure', 'a']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'you', 'all', 'need', 'to', 'take', 'this', 'nigger', 'activity', 'off', 'my', 'tl']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",hatespeech
"['once', 'you', 'out', 'a', 'whistleblower', 'you', 'kill', 'all', 'whistleblowing', 'dictators', 'hate', 'whistleblowers', '😡', 'in', 'some', 'countries', 'they', 'still', 'kill', 'them', '😳', 'there', 'is', 'no', 'need', 'for', 'trump', 'or', 'anyone', 'to', 'interview', 'him', 'or', 'her', 'just', 'examine', 'the', 'evidence', '🥺', 'donald', 'is', 'threatening', 'him', 'her', 'donald', 'a', 'traitor', '😱']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['just', 'call', 'them', 'jews']","[0, 0, 0, 0]",normal
"['you', 'wanna', 'tel', 'that', 'to', 'the', 'black', 'elder', 'woman', 'who', 'cursed', 'me', 'out', 'and', 'called', 'me', 'a', 'raghead', 'when', 'i', 'got', 'on', 'the', 'bus', 'as', 'a', 'hijabi']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['god', 'dammit', 'trump', 'do', 'not', 'be', 'looking', 'at', 'that', 'kike', 'pussy']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['naw', 'i', 'd', 'rather', 'shoot', 'you', 'in', 'the', 'open', 'nazi', 'fag', 'howdidyousayyouwouldstopmefaggot', 'lol', 'maga', 'presidenttrump', '<user>', '\u200d', 'aka', 'greatautist']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['single', 'life', 'is', 'very', 'ghetto']","[0, 0, 0, 0, 0]",normal
"['<user>', 'back', 'pack', 'full', 'of', 'white', 'claws']","[0, 0, 0, 0, 0, 0, 0]",normal
"['fuck', 'police', 'and', 'if', 'you', 'support', 'them', 'fuck', 'you', 'too']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['need', 'to', 'fix', 'the', 'language', 'recognizer', 'this', 'came', 'up', 'with', 'translate', 'from', 'de', 'not', 'sure', 'if', 'it', 'should', 'have', 'recognized', 'it', 'as', 'redneck', 'or', 'ghetto']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",offensive
"['<user>', 'i', 'personally', 'think', 'u', 'can', 'practice', 'both', 'of', 'them', 'at', 'the', 'same', 'time', 'but', 'homosexuality', 'is', 'seen', 'as', 'a', 'sin', 'in', 'islam', 'i', 'think', 'u', 'can', 'be', 'both', 'but', 'ur', 'religion', 'and', 'belief', 'punishes', 'u', 'for', 'something', 'u', 'didnt', 'even', 'chose']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'we', 'love', 'our', 'legal', 'immigrants']","[0, 0, 0, 0, 0, 0]",normal
"['<user>', 'literally', 'no', 'one', 'cares', 'oh', 'look', 'we', 'got', 'a', 'white', 'person', 'to', 'complain', 'about', 'this', 'wow', 'good', 'job']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['if', 'those', 'dickheads', 'are', 'so', 'caring', 'about', 'their', 'country', 'then', 'they', 'should', 'fuck', 'off', 'back', 'there', 'and', 'do', 'something', 'bunch', 'of', 'moslem', 'cowards']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",offensive
"['this', 'is', 'the', 'result', 'of', 'mass', 'immigration', 'of', 'sensitive', 'sjw', 'sand', 'niggers', 'with', 'lots', 'of', 'isis', 'money', 'to', 'use', 'liblaws', 'against', 'racist', 'white', 'people', 'this', 'is', 'a', 'population', 'switch', 'this', 'is', 'the', 'only', 'history', 'kids', 'will', 'be', 'allowed', 'to', 'learn', 'in', 'indoctrination', 'highschool', 'what', 'google', 'and', 'twitter', 'tell', 'them']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['after', 'they', 'have', 'killed', 'or', 'wounded', 'a', 'score', 'of', 'persons', 'special', 'to', 'the', 'new', 'york', 'times', 'harriston', 'miss', '<date>', 'a', 'reign', 'of', 'murder', 'started', 'early', 'this', 'morning', 'by', 'two', 'negro', 'boys', 'who', 'were', 'crazed', 'by', 'cocaine', 'developed', 'into', 'a', 'race', 'riot', 'which', 'ended', 'only', 'after', 'three', 'white', 'men', '<number>']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'sometimes', 'i', 'think', 'you', 'might', 'actually', 'be', 'a', 'nigger', 'is', 'it', 'difficult', 'to', 'keep', 'up', 'this', 'ghetto', 'persona']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['i', 'am', 'surprised', 'that', 'nigger', 'is', 'not', 'raping', 'those', 'other', 'monkeys', 'good', 'thing', 'that', 'stick', 'is', 'in', 'his', 'way']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['laws', 'regarding', 'immigration', 'system', 'isnt', 'going', 'to', 'keep', 'the', 'dems', 'from', 'circumventing', 'the', 'system', 'by', 'breaking', 'the', 'law', 'to', 'allow', 'mass', 'immigration', 'of', 'muslims', 'mexicans', 'only', '<number>', 'thing', 'can', 'be', 'done', 'to', 'stop', 'mass', 'immigration', 'start', 'throwing', 'dems', 'in', 'jail', 'until', 'that', 'happens', 'immigrants', 'will', 'flow', 'like', 'water']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['can', 'not', 'pass', 'a', 'physical', 'can', 'not', 'keep', 'their', 'ship', 'from', 'running', 'into', 'a', 'cargo', 'ship', 'in', 'clear', 'skies', 'can', 'not', 'show', 'up', 'for', 'post', 'on', 'time', 'and', 'bitch', 'when', 'they', 'get', 'diciplined', 'navy', 'headed', 'in', 'the', 'wrong', 'direction']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['do', 'not', 'vote', 'for', 'any', 'candidate', 'with', 'a', 'jew', 'spic', 'sand', 'nigger', 'or', 'gook', 'last', 'name', 'or', 'one', 'who', 'is', 'a', 'nigger', 'period']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['vox', 'is', 'that', 'you', 'or', 'is', 'this', 'how', 'you', 'let', 'your', 'slut', 'talk', 'this', 'person', 'is', 'a', 'mother', 'and', 'you', 'are', 'worried', 'about', 'losing', 'your', 'kids', 'over', 'what', 'someone', 'else', 'called', 'you', '…', 'not', 'what', 'she', 'might', 'say', 'shame']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', '<user>', '<user>', '<user>', 'not', 'aware', 'of', 'any', 'religion', 'that', 'says', 'your', 'not', 'allowed', 'to', 'exist', 'not', 'aware', 'of', 'any', 'religion', 'that', 'says', 'you', 'can', 'think', 'you', 'are', 'a', 'girl', 'nor', 'is', 'their', 'any', 'religion', 'except', 'islam', 'that', 'forbids', 'homosexuality']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['gobsmacked', 'they', 'want', 'you', 'dead', 'and', 'your', 'children', 'raped', 'and', 'they', 'will', 'laugh', 'about', 'it', 'never', 'forget', 'that']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",hatespeech
"['our', 'government', 'flooded', 'us', 'with', 'shitlam', 'not', 'tommy']","[0, 0, 0, 0, 0, 1, 0, 0]",hatespeech
"['because', 'you', 'can', 'not', 'do', 'not', 'worry', 'no', 'one', 'expected', 'you', 'to', 'actually', 'have', 'an', 'argument', 'just', 'feels', 'and', 'kikespeak', 'do', 'not', 'worry', 'i', 'am', 'sure', 'the', 'niggers', 'and', 'kikes', 'will', 'eat', 'you', 'last']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",hatespeech
"['<user>', '<user>', 'this', 'is', 'not', 'against', 'muslims', 'the', 'illegal', 'immigrants', 'are', 'from', 'bangla', 'desh', 'and', 'they', 'are', 'muslims', 'if', 'a', 'non', 'muslim', 'comes', 'from', 'bangla', 'desh', 'then', 'he', 'is', 'coming', 'not', 'for', 'rozi', 'roti', 'but', 'for', 'freedom', 'from', 'religious', 'atrocities', 'so', 'he', 'will', 'be', 'a', 'refugee']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['nothing', 'gets', 'me', 'down', 'more', 'than', 'my', 'shit', 'skin']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
